6/1/20_DISCRETE,5/31/20_DISCRETE,UID,Key,6/2/20,6/3/20
0.0,0.0,84090041.0,"Unassigned, Oregon, US",0.0,0.0
0.0,0.0,84090042.0,"Unassigned, Pennsylvania, US",0.0,0.0
133.0,133.0,84090044.0,"Unassigned, Rhode Island, US",732.0,742.0
0.0,0.0,84090045.0,"Unassigned, South Carolina, US",0.0,0.0
0.0,0.0,84090046.0,"Unassigned, South Dakota, US",0.0,0.0
0.0,0.0,84090047.0,"Unassigned, Tennessee, US",0.0,0.0
0.0,0.0,84090048.0,"Unassigned, Texas, US",0.0,0.0
0.0,0.0,84090049.0,"Unassigned, Utah, US",0.0,0.0
0.0,0.0,84090050.0,"Unassigned, Vermont, US",0.0,0.0
0.0,0.0,84090051.0,"Unassigned, Virginia, US",0.0,0.0
0.0,0.0,84090053.0,"Unassigned, Washington, US",0.0,0.0
0.0,0.0,84090054.0,"Unassigned, West Virginia, US",0.0,0.0
0.0,0.0,84090055.0,"Unassigned, Wisconsin, US",0.0,0.0
2.0,2.0,84090056.0,"Unassigned, Wyoming, US",16.0,16.0
0.0,0.0,84099999.0,"Grand Princess, US",3.0,3.0
12.0,12.0,84070004.0,"Michigan Department of Corrections (MDOC), Michigan, US",70.0,70.0
0.0,0.0,84070005.0,"Federal Correctional Institution (FCI), Michigan, US",4.0,4.0
0.0,0.0,84070015.0,"Bear River, Utah, US",2.0,2.0
0.0,0.0,84070016.0,"Central Utah, Utah, US",0.0,0.0
0.0,0.0,84070017.0,"Southeast Utah, Utah, US",0.0,0.0
0.0,0.0,84070018.0,"Southwest Utah, Utah, US",4.0,4.0
0.0,0.0,84070019.0,"TriCounty, Utah, US",0.0,0.0
1.0,1.0,84070020.0,"Weber-Morgan, Utah, US",7.0,7.0
6/1/20_DISCRETE,5/31/20_DISCRETE,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
233.0,231.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
19.0,18.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
2.0,2.0,,,,
1.0,1.0,,,,
21.0,21.0,,,,
0.0,0.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
12.0,12.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
7.0,6.0,,,,
0.0,0.0,,,,
14.0,15.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
80.0,80.0,,,,
8.0,8.0,,,,
11.0,11.0,,,,
34.0,34.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
17.0,17.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
7.0,6.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
441.0,438.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
27.0,27.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
61.0,59.0,,,,
10.0,10.0,,,,
0.0,0.0,,,,
37.0,37.0,,,,
49.0,49.0,,,,
7.0,7.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
15.0,15.0,,,,
2.0,2.0,,,,
26.0,26.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
16.0,15.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
22.0,22.0,,,,
0.0,0.0,,,,
56.0,56.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
12.0,12.0,,,,
4.0,4.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
60.0,60.0,,,,
0.0,0.0,,,,
8.0,8.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
16.0,16.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
31.0,31.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
24.0,24.0,,,,
0.0,0.0,,,,
238.0,236.0,,,,
233.0,231.0,,,,
25.0,24.0,,,,
28.0,28.0,,,,
180.0,180.0,,,,
16.0,16.0,,,,
10.0,10.0,,,,
2.0,2.0,,,,
11.0,11.0,,,,
31.0,31.0,,,,
24.0,24.0,,,,
86.0,86.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
58.0,58.0,,,,
0.0,0.0,,,,
11.0,11.0,,,,
2.0,2.0,,,,
5.0,5.0,,,,
9.0,9.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
9.0,9.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
14.0,15.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
19.0,19.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
17.0,17.0,,,,
1.0,1.0,,,,
1.0,1.0,,,,
129.0,129.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
7.0,7.0,,,,
3.0,3.0,,,,
62.0,62.0,,,,
2.0,2.0,,,,
15.0,15.0,,,,
10.0,10.0,,,,
1.0,1.0,,,,
1.0,1.0,,,,
5.0,5.0,,,,
1.0,1.0,,,,
14.0,14.0,,,,
2.0,2.0,,,,
3.0,3.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
3.0,2.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,0.0,,,,
4.0,4.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
9.0,9.0,,,,
0.0,0.0,,,,
33.0,32.0,,,,
2.0,2.0,,,,
2.0,2.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
22.0,22.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
27.0,27.0,,,,
4.0,4.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
2.0,2.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
44.0,43.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
24.0,23.0,,,,
4.0,4.0,,,,
9.0,8.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
1.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
1.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
2.0,2.0,,,,
1.0,1.0,,,,
1.0,1.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
4.0,4.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
8.0,8.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
5.0,5.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
2.0,2.0,,,,
677.0,675.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
69.0,69.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
1.0,1.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
32.0,33.0,,,,
8.0,8.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
54.0,53.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
13.0,13.0,,,,
2.0,2.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
11.0,11.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
15.0,15.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
51.0,51.0,,,,
0.0,0.0,,,,
10.0,10.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
12.0,12.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
3.0,3.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
7.0,6.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
1.0,1.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
4.0,4.0,,,,
17.0,17.0,,,,
4.0,5.0,,,,
4.0,4.0,,,,
13.0,13.0,,,,
2.0,2.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
20.0,20.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
35.0,35.0,,,,
4.0,4.0,,,,
4.0,4.0,,,,
10.0,10.0,,,,
107.0,107.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
3.0,3.0,,,,
4.0,4.0,,,,
1.0,1.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
4.0,4.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
8.0,8.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,2.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
14.0,14.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
7.0,7.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
24.0,23.0,,,,
1.0,1.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
4.0,5.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,1.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
11.0,11.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
13.0,13.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
2.0,2.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
3.0,3.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
5.0,5.0,,,,
2.0,2.0,,,,
28.0,28.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
6.0,6.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
1.0,1.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
0.0,0.0,,,,
