UID,Province_State,Combined_Key,7/11/20,7/12/20,7/13/20,7/14/20
84027057,Minnesota,"Hubbard, Minnesota, US",0,0,0,0
84027059,Minnesota,"Isanti, Minnesota, US",0,0,0,0
84027061,Minnesota,"Itasca, Minnesota, US",12,12,12,12
84027063,Minnesota,"Jackson, Minnesota, US",0,0,0,0
84027065,Minnesota,"Kanabec, Minnesota, US",1,1,1,1
84027067,Minnesota,"Kandiyohi, Minnesota, US",1,1,1,1
84027069,Minnesota,"Kittson, Minnesota, US",0,0,0,0
84027071,Minnesota,"Koochiching, Minnesota, US",1,1,1,1
84027073,Minnesota,"Lac qui Parle,Minnesota,US",0,0,0,0
84027075,Minnesota,"Lake, Minnesota, US",0,0,0,0
84027077,Minnesota,"Lake of the Woods, Minnesota, US",0,0,0,0
84027079,Minnesota,"Le Sueur, Minnesota, US",1,1,1,1
84027081,Minnesota,"Lincoln, Minnesota, US",0,0,0,0
84027083,Minnesota,"Lyon, Minnesota, US",2,2,2,2
84027085,Minnesota,"McLeod, Minnesota, US",0,0,0,0
84027087,Minnesota,"Mahnomen, Minnesota, US",1,1,1,1
84027089,Minnesota,"Marshall, Minnesota, US",0,0,0,0
84027091,Minnesota,"Martin, Minnesota, US",5,5,5,5
84027093,Minnesota,"Meeker, Minnesota, US",1,1,1,1
84027095,Minnesota,"Mille Lacs, Minnesota, US",2,2,2,2
84027097,Minnesota,"Morrison, Minnesota, US",1,1,1,1
84027099,Minnesota,"Mower, Minnesota, US",2,2,2,2
84027101,Minnesota,"Murray, Minnesota, US",0,0,0,0
84027103,Minnesota,"Nicollet, Minnesota, US",12,12,12,12
84027105,Minnesota,"Nobles, Minnesota, US",6,6,6,6
84027107,Minnesota,"Norman, Minnesota, US",0,0,0,0
84027109,Minnesota,"Olmsted, Minnesota, US",20,20,20,20
84027111,Minnesota,"Otter Tail, Minnesota, US",1,1,1,1
84027113,Minnesota,"Pennington, Minnesota, US",0,0,0,0
84027115,Minnesota,"Pine, Minnesota, US",0,0,0,0
84027117,Minnesota,"Pipestone, Minnesota, US",4,4,4,4
84027119,Minnesota,"Polk, Minnesota, US",3,3,3,3
84027121,Minnesota,"Pope, Minnesota, US",0,0,0,0
84027123,Minnesota,"Ramsey, Minnesota, US",232,233,234,237
84027125,Minnesota,"Red Lake, Minnesota, US",0,0,0,0
84027127,Minnesota,"Redwood, Minnesota, US",0,0,0,0
84027129,Minnesota,"Renville, Minnesota, US",2,2,3,3
84027131,Minnesota,"Rice, Minnesota, US",8,8,8,8
84027133,Minnesota,"Rock, Minnesota, US",0,0,0,0
84027135,Minnesota,"Roseau, Minnesota, US",0,0,0,0
84027137,Minnesota,"St. Louis, Minnesota, US",16,16,16,16
84027139,Minnesota,"Scott, Minnesota, US",4,4,4,4
84027141,Minnesota,"Sherburne, Minnesota, US",5,5,5,5
84027143,Minnesota,"Sibley, Minnesota, US",2,2,2,2
84027145,Minnesota,"Stearns, Minnesota, US",19,19,19,19
84027147,Minnesota,"Steele, Minnesota, US",1,1,1,1
84027149,Minnesota,"Stevens, Minnesota, US",0,0,0,0
84027151,Minnesota,"Swift, Minnesota, US",1,1,1,1
84027153,Minnesota,"Todd, Minnesota, US",2,2,2,2
84027155,Minnesota,"Traverse, Minnesota, US",0,0,0,0
84027157,Minnesota,"Wabasha, Minnesota, US",0,0,0,0
84027159,Minnesota,"Wadena, Minnesota, US",0,0,0,0
84027161,Minnesota,"Waseca, Minnesota, US",0,0,0,0
84027163,Minnesota,"Washington, Minnesota, US",41,41,41,41
84027165,Minnesota,"Watonwan, Minnesota, US",0,0,0,0
84027167,Minnesota,"Wilkin, Minnesota, US",3,3,3,3
84027169,Minnesota,"Winona, Minnesota, US",15,15,15,15
84027171,Minnesota,"Wright, Minnesota, US",5,5,5,5
84027173,Minnesota,"Yellow Medicine, Minnesota, US",0,0,0,0
84028001,Mississippi,"Adams, Mississippi, US",20,20,20,20
84028003,Mississippi,"Alcorn, Mississippi, US",2,2,2,2
84028005,Mississippi,"Amite, Mississippi, US",3,3,3,3
84028007,Mississippi,"Attala, Mississippi, US",24,24,24,24
84028009,Mississippi,"Benton, Mississippi, US",0,0,0,0
84028011,Mississippi,"Bolivar, Mississippi, US",18,18,18,18
84028013,Mississippi,"Calhoun, Mississippi, US",5,5,5,5
84028015,Mississippi,"Carroll, Mississippi, US",11,11,11,11
84028017,Mississippi,"Chickasaw, Mississippi, US",19,19,19,19
84028019,Mississippi,"Choctaw, Mississippi, US",4,4,4,4
84028021,Mississippi,"Claiborne, Mississippi, US",11,11,11,11
84028023,Mississippi,"Clarke, Mississippi, US",25,25,25,25
84028025,Mississippi,"Clay, Mississippi, US",11,11,11,11
84028027,Mississippi,"Coahoma, Mississippi, US",6,6,6,6
84028029,Mississippi,"Copiah, Mississippi, US",15,16,16,16
84028031,Mississippi,"Covington, Mississippi, US",5,5,5,5
84028033,Mississippi,"DeSoto, Mississippi, US",19,20,20,20
84028035,Mississippi,"Forrest, Mississippi, US",43,43,43,43
84028037,Mississippi,"Franklin, Mississippi, US",2,2,2,2
84028039,Mississippi,"George, Mississippi, US",3,3,3,3
84028041,Mississippi,"Greene, Mississippi, US",10,10,10,10
84028043,Mississippi,"Grenada, Mississippi, US",9,9,9,12
84028045,Mississippi,"Hancock, Mississippi, US",13,13,13,13
84028047,Mississippi,"Harrison, Mississippi, US",16,16,16,16
84028049,Mississippi,"Hinds, Mississippi, US",51,54,54,58
84028051,Mississippi,"Holmes, Mississippi, US",41,41,41,42
84028053,Mississippi,"Humphreys, Mississippi, US",10,10,10,10
84028055,Mississippi,"Issaquena, Mississippi, US",1,1,1,1
84028057,Mississippi,"Itawamba, Mississippi, US",8,8,8,8
84028059,Mississippi,"Jackson, Mississippi, US",19,19,19,19
84028061,Mississippi,"Jasper, Mississippi, US",6,6,6,6
84028063,Mississippi,"Jefferson, Mississippi, US",3,3,3,3
84028065,Mississippi,"Jefferson Davis, Mississippi, US",4,4,4,4
84028067,Mississippi,"Jones, Mississippi, US",49,49,49,50
84028069,Mississippi,"Kemper, Mississippi, US",14,14,14,14
84028071,Mississippi,"Lafayette, Mississippi, US",4,4,4,4
84028073,Mississippi,"Lamar, Mississippi, US",7,7,7,7
84028075,Mississippi,"Lauderdale, Mississippi, US",81,81,81,81
84028077,Mississippi,"Lawrence, Mississippi, US",2,2,2,2
84028079,Mississippi,"Leake, Mississippi, US",20,20,20,20
84028081,Mississippi,"Lee, Mississippi, US",22,22,22,23
84028083,Mississippi,"Leflore, Mississippi, US",56,56,56,56
84028085,Mississippi,"Lincoln, Mississippi, US",35,35,35,36
84028087,Mississippi,"Lowndes, Mississippi, US",13,17,17,17
84028089,Mississippi,"Madison, Mississippi, US",38,39,39,39
84028091,Mississippi,"Marion, Mississippi, US",12,12,12,12
84028093,Mississippi,"Marshall, Mississippi, US",3,3,3,4
84028095,Mississippi,"Monroe, Mississippi, US",35,35,36,39
84028097,Mississippi,"Montgomery, Mississippi, US",3,3,3,3
84028099,Mississippi,"Neshoba, Mississippi, US",77,77,77,77
84028101,Mississippi,"Newton, Mississippi, US",10,10,10,10
84028103,Mississippi,"Noxubee, Mississippi, US",8,9,9,9
84028105,Mississippi,"Oktibbeha, Mississippi, US",28,28,28,28
84028107,Mississippi,"Panola, Mississippi, US",6,6,6,6
84028109,Mississippi,"Pearl River, Mississippi, US",32,32,32,32
84028111,Mississippi,"Perry, Mississippi, US",4,4,4,4
84028113,Mississippi,"Pike, Mississippi, US",20,20,20,21
84028115,Mississippi,"Pontotoc, Mississippi, US",6,6,6,6
84028117,Mississippi,"Prentiss, Mississippi, US",4,4,4,4
84028119,Mississippi,"Quitman, Mississippi, US",1,1,1,1
84028121,Mississippi,"Rankin, Mississippi, US",15,19,19,20
84028123,Mississippi,"Scott, Mississippi, US",15,15,15,15
84028125,Mississippi,"Sharkey, Mississippi, US",0,0,0,0
84028127,Mississippi,"Simpson, Mississippi, US",3,3,3,3
84028129,Mississippi,"Smith, Mississippi, US",12,12,12,12
84028131,Mississippi,"Stone, Mississippi, US",2,2,2,2
84028133,Mississippi,"Sunflower, Mississippi, US",8,8,8,9
84028135,Mississippi,"Tallahatchie, Mississippi, US",4,4,4,4
84028137,Mississippi,"Tate, Mississippi, US",13,13,13,13
84028139,Mississippi,"Tippah, Mississippi, US",11,11,11,11
84028141,Mississippi,"Tishomingo, Mississippi, US",1,1,1,1
84028143,Mississippi,"Tunica, Mississippi, US",3,3,3,3
84028145,Mississippi,"Union, Mississippi, US",11,12,12,11
84028147,Mississippi,"Walthall, Mississippi, US",7,8,8,9
84028149,Mississippi,"Warren, Mississippi, US",21,21,21,22
84028151,Mississippi,"Washington, Mississippi, US",13,13,13,14
84028153,Mississippi,"Wayne, Mississippi, US",18,19,19,19
84028155,Mississippi,"Webster, Mississippi, US",11,11,11,11
84028157,Mississippi,"Wilkinson, Mississippi, US",9,9,9,9
84028159,Mississippi,"Winston, Mississippi, US",11,11,11,13
84028161,Mississippi,"Yalobusha, Mississippi, US",9,9,9,9
84028163,Mississippi,"Yazoo, Mississippi, US",6,7,7,7
84029001,Missouri,"Adair, Missouri, US",0,0,0,0
84029003,Missouri,"Andrew, Missouri, US",1,1,1,1
84029005,Missouri,"Atchison, Missouri, US",0,0,0,0
84029007,Missouri,"Audrain, Missouri, US",1,1,1,1
84029009,Missouri,"Barry, Missouri, US",0,0,0,0
84029011,Missouri,"Barton, Missouri, US",0,0,0,0
84029013,Missouri,"Bates, Missouri, US",1,1,1,1
84029015,Missouri,"Benton, Missouri, US",0,0,0,0
84029017,Missouri,"Bollinger, Missouri, US",0,0,0,1
84029019,Missouri,"Boone, Missouri, US",2,2,2,2
84029021,Missouri,"Buchanan, Missouri, US",5,5,5,5
84029023,Missouri,"Butler, Missouri, US",0,0,0,0
84029025,Missouri,"Caldwell, Missouri, US",1,1,1,1
84029027,Missouri,"Callaway, Missouri, US",1,1,1,1
84029029,Missouri,"Camden, Missouri, US",2,2,2,2
84029031,Missouri,"Cape Girardeau, Missouri, US",3,3,3,3
84029033,Missouri,"Carroll, Missouri, US",0,0,0,0
84029035,Missouri,"Carter, Missouri, US",1,1,1,1
84029037,Missouri,"Cass, Missouri, US",8,8,8,8
84029039,Missouri,"Cedar, Missouri, US",0,0,0,0
84029041,Missouri,"Chariton, Missouri, US",0,0,0,0
84029043,Missouri,"Christian, Missouri, US",1,1,1,1
84029045,Missouri,"Clark, Missouri, US",0,0,0,0
84029047,Missouri,"Clay, Missouri, US",13,13,13,13
84029049,Missouri,"Clinton, Missouri, US",0,0,0,0
84029051,Missouri,"Cole, Missouri, US",2,2,2,2
84029053,Missouri,"Cooper, Missouri, US",0,0,0,0
84029055,Missouri,"Crawford, Missouri, US",0,0,0,0
84029057,Missouri,"Dade, Missouri, US",0,0,0,0
84029059,Missouri,"Dallas, Missouri, US",1,1,1,1
84029061,Missouri,"Daviess, Missouri, US",0,0,0,0
84029063,Missouri,"DeKalb, Missouri, US",0,0,0,0
84029065,Missouri,"Dent, Missouri, US",0,0,0,0
84029067,Missouri,"Douglas, Missouri, US",0,0,0,0
84029069,Missouri,"Dunklin, Missouri, US",3,3,3,3
84029071,Missouri,"Franklin, Missouri, US",18,18,18,18
84029073,Missouri,"Gasconade, Missouri, US",0,0,0,0
84029075,Missouri,"Gentry, Missouri, US",9,9,9,9
84029077,Missouri,"Greene, Missouri, US",8,8,9,9
84029079,Missouri,"Grundy, Missouri, US",1,1,1,1
84029081,Missouri,"Harrison, Missouri, US",0,0,0,0
84029083,Missouri,"Henry, Missouri, US",3,3,3,3
84029085,Missouri,"Hickory, Missouri, US",0,0,0,0
84029087,Missouri,"Holt, Missouri, US",0,0,0,0
84029089,Missouri,"Howard, Missouri, US",0,0,0,0
84029091,Missouri,"Howell, Missouri, US",0,0,0,0
84029093,Missouri,"Iron, Missouri, US",0,0,0,0
84029095,Missouri,"Jackson, Missouri, US",43,44,44,46
84029097,Missouri,"Jasper,Missouri,US",11,11,11,11
84029099,Missouri,"Jefferson, Missouri, US",22,22,22,22
84029101,Missouri,"Johnson, Missouri, US",1,1,1,1
84029103,Missouri,"Knox, Missouri, US",0,0,0,0
84029105,Missouri,"Laclede, Missouri, US",1,1,1,1
84029107,Missouri,"Lafayette, Missouri, US",2,2,2,2
84029109,Missouri,"Lawrence, Missouri, US",1,1,2,2
84029111,Missouri,"Lewis, Missouri, US",1,1,1,1
84029113,Missouri,"Lincoln, Missouri, US",1,1,1,1
84029115,Missouri,"Linn, Missouri, US",1,1,1,1
84029117,Missouri,"Livingston, Missouri, US",0,0,0,0
84029119,Missouri,"McDonald, Missouri, US",1,1,1,1
84029121,Missouri,"Macon, Missouri, US",0,0,0,0
84029123,Missouri,"Madison, Missouri, US",0,0,0,0
84029125,Missouri,"Maries, Missouri, US",0,0,0,0
84029127,Missouri,"Marion, Missouri, US",0,0,0,0
84029129,Missouri,"Mercer, Missouri, US",0,0,0,0
84029131,Missouri,"Miller, Missouri, US",0,0,0,0
84029133,Missouri,"Mississippi, Missouri, US",0,0,0,0
84029135,Missouri,"Moniteau, Missouri, US",1,1,1,1
84029137,Missouri,"Monroe, Missouri, US",0,0,0,0
84029139,Missouri,"Montgomery, Missouri, US",0,0,0,0
84029141,Missouri,"Morgan, Missouri, US",0,0,0,0
84029143,Missouri,"New Madrid, Missouri, US",1,1,1,1
84029145,Missouri,"Newton, Missouri, US",2,2,2,2
84029147,Missouri,"Nodaway, Missouri, US",0,0,0,0
84029149,Missouri,"Oregon, Missouri, US",0,0,0,0
84029151,Missouri,"Osage, Missouri, US",0,0,0,0
84029153,Missouri,"Ozark, Missouri, US",0,0,0,0
84029155,Missouri,"Pemiscot, Missouri, US",6,6,6,6
84029157,Missouri,"Perry, Missouri, US",3,3,3,3
84029159,Missouri,"Pettis, Missouri, US",1,1,1,2
84029161,Missouri,"Phelps, Missouri, US",0,0,0,0
84029163,Missouri,"Pike, Missouri, US",1,1,1,1
84029165,Missouri,"Platte, Missouri, US",6,6,6,6
84029167,Missouri,"Polk, Missouri, US",0,0,0,0
84029169,Missouri,"Pulaski, Missouri, US",1,1,1,1
84029171,Missouri,"Putnam, Missouri, US",0,0,0,0
84029173,Missouri,"Ralls, Missouri, US",0,0,0,0
84029175,Missouri,"Randolph, Missouri, US",0,0,0,0
84029177,Missouri,"Ray, Missouri, US",0,0,0,0
84029179,Missouri,"Reynolds, Missouri, US",0,0,0,0
84029181,Missouri,"Ripley, Missouri, US",0,0,0,0
84029183,Missouri,"St. Charles, Missouri, US",75,75,79,79
84029185,Missouri,"St. Clair, Missouri, US",0,0,0,0
84029186,Missouri,"Ste. Genevieve, Missouri, US",1,1,1,1
84029187,Missouri,"St. Francois, Missouri, US",2,2,2,2
84029189,Missouri,"St. Louis, Missouri, US",597,597,603,604
84029195,Missouri,"Saline, Missouri, US",5,5,5,5
84029197,Missouri,"Schuyler, Missouri, US",0,0,0,0
84029199,Missouri,"Scotland, Missouri, US",1,1,1,1
84029201,Missouri,"Scott, Missouri, US",12,12,12,12
84029203,Missouri,"Shannon, Missouri, US",0,0,0,0
84029205,Missouri,"Shelby, Missouri, US",0,0,0,0
84029207,Missouri,"Stoddard, Missouri, US",9,9,9,9
84029209,Missouri,"Stone, Missouri, US",0,0,0,0
84029211,Missouri,"Sullivan, Missouri, US",0,0,0,0
84029213,Missouri,"Taney, Missouri, US",3,3,3,3
84029215,Missouri,"Texas, Missouri, US",0,0,0,0
84029217,Missouri,"Vernon, Missouri, US",0,0,0,0
84029219,Missouri,"Warren, Missouri, US",0,0,0,0
84029221,Missouri,"Washington, Missouri, US",1,1,1,1
84029223,Missouri,"Wayne, Missouri, US",0,0,0,0
84029225,Missouri,"Webster, Missouri, US",1,1,1,1
84029227,Missouri,"Worth, Missouri, US",0,0,0,0
84029229,Missouri,"Wright, Missouri, US",0,0,0,0
84029510,Missouri,"St. Louis City, Missouri, US",158,158,159,161
84030001,Montana,"Beaverhead, Montana, US",0,0,0,0
84030003,Montana,"Big Horn, Montana, US",4,4,5,5
84030005,Montana,"Blaine, Montana, US",0,0,0,0
84030007,Montana,"Broadwater, Montana, US",0,0,0,0
84030009,Montana,"Carbon, Montana, US",0,0,0,0
84030011,Montana,"Carter, Montana, US",0,0,0,0
84030013,Montana,"Cascade, Montana, US",2,2,2,2
84030015,Montana,"Chouteau, Montana, US",0,0,0,0
84030017,Montana,"Custer, Montana, US",0,0,0,0
84030019,Montana,"Daniels, Montana, US",0,0,0,0
84030021,Montana,"Dawson, Montana, US",0,0,0,0
84030023,Montana,"Deer Lodge, Montana, US",0,0,0,0
84030025,Montana,"Fallon, Montana, US",0,0,0,0
84030027,Montana,"Fergus, Montana, US",0,0,0,0
84030029,Montana,"Flathead, Montana, US",2,2,2,2
84030031,Montana,"Gallatin, Montana, US",1,1,1,1
84030033,Montana,"Garfield, Montana, US",0,0,0,0
84030035,Montana,"Glacier, Montana, US",0,0,0,0
84030037,Montana,"Golden Valley, Montana, US",0,0,0,0
84030039,Montana,"Granite, Montana, US",0,0,0,0
84030041,Montana,"Hill, Montana, US",0,0,0,0
84030043,Montana,"Jefferson, Montana, US",0,0,0,0
84030045,Montana,"Judith Basin, Montana, US",0,0,0,0
84030047,Montana,"Lake, Montana, US",0,0,0,0
84030049,Montana,"Lewis and Clark, Montana, US",0,0,0,0
84030051,Montana,"Liberty, Montana, US",0,0,0,0
84030053,Montana,"Lincoln, Montana, US",1,1,1,1
84030055,Montana,"McCone, Montana, US",0,0,0,0
84030057,Montana,"Madison, Montana, US",1,1,1,1
84030059,Montana,"Meagher, Montana, US",0,0,0,0
84030061,Montana,"Mineral, Montana, US",0,0,0,0
84030063,Montana,"Missoula, Montana, US",1,1,1,1
84030065,Montana,"Musselshell, Montana, US",0,0,0,0
84030067,Montana,"Park, Montana, US",0,0,0,0
84030069,Montana,"Petroleum, Montana, US",0,0,0,0
84030071,Montana,"Phillips, Montana, US",0,0,0,0
84030073,Montana,"Pondera, Montana, US",0,0,0,0
84030075,Montana,"Powder River, Montana, US",0,0,0,0
84030077,Montana,"Powell, Montana, US",0,0,0,0
84030079,Montana,"Prairie, Montana, US",0,0,0,0
84030081,Montana,"Ravalli, Montana, US",1,1,1,1
84030083,Montana,"Richland, Montana, US",0,0,0,0
84030085,Montana,"Roosevelt, Montana, US",0,0,0,0
84030087,Montana,"Rosebud, Montana, US",1,1,1,1
84030089,Montana,"Sanders, Montana, US",0,0,0,0
84030091,Montana,"Sheridan, Montana, US",0,0,0,0
84030093,Montana,"Silver Bow, Montana, US",0,0,0,0
84030095,Montana,"Stillwater, Montana, US",0,0,0,0
84030097,Montana,"Sweet Grass, Montana, US",0,0,0,0
84030099,Montana,"Teton, Montana, US",0,0,0,0
84030101,Montana,"Toole, Montana, US",6,6,6,6
84030103,Montana,"Treasure, Montana, US",0,0,0,0
84030105,Montana,"Valley, Montana, US",0,0,0,0
84030107,Montana,"Wheatland, Montana, US",0,0,0,0
84030109,Montana,"Wibaux, Montana, US",0,0,0,0
84030111,Montana,"Yellowstone, Montana, US",9,9,11,13
84031001,Nebraska,"Adams, Nebraska, US",11,11,11,11
84031003,Nebraska,"Antelope, Nebraska, US",1,1,1,1
84031005,Nebraska,"Arthur, Nebraska, US",0,0,0,0
84031007,Nebraska,"Banner, Nebraska, US",0,0,0,0
84031009,Nebraska,"Blaine, Nebraska, US",0,0,0,0
84031011,Nebraska,"Boone, Nebraska, US",0,0,0,0
84031013,Nebraska,"Box Butte, Nebraska, US",0,0,0,0
84031015,Nebraska,"Boyd, Nebraska, US",0,0,0,0
84031017,Nebraska,"Brown, Nebraska, US",0,0,0,0
84031019,Nebraska,"Buffalo, Nebraska, US",1,1,1,1
84031021,Nebraska,"Burt, Nebraska, US",0,0,0,0
84031023,Nebraska,"Butler, Nebraska, US",0,0,0,0
84031025,Nebraska,"Cass, Nebraska, US",1,1,1,1
84031027,Nebraska,"Cedar, Nebraska, US",0,0,0,0
84031029,Nebraska,"Chase, Nebraska, US",0,0,0,0
84031031,Nebraska,"Cherry, Nebraska, US",0,0,0,0
84031033,Nebraska,"Cheyenne, Nebraska, US",0,0,0,0
84031035,Nebraska,"Clay, Nebraska, US",0,0,0,0
84031037,Nebraska,"Colfax, Nebraska, US",4,4,4,4
84031039,Nebraska,"Cuming, Nebraska, US",0,0,0,0
84031041,Nebraska,"Custer, Nebraska, US",4,4,4,3
84031043,Nebraska,"Dakota, Nebraska, US",36,36,36,36
84031045,Nebraska,"Dawes, Nebraska, US",0,0,0,0
84031047,Nebraska,"Dawson, Nebraska, US",8,8,8,8
84031049,Nebraska,"Deuel, Nebraska, US",0,0,0,0
84031051,Nebraska,"Dixon, Nebraska, US",2,2,2,1
84031053,Nebraska,"Dodge, Nebraska, US",8,8,8,8
84031055,Nebraska,"Douglas, Nebraska, US",97,97,100,100
84031057,Nebraska,"Dundy, Nebraska, US",0,0,0,0
84031059,Nebraska,"Fillmore, Nebraska, US",1,1,1,1
84031061,Nebraska,"Franklin, Nebraska, US",0,0,0,0
84031063,Nebraska,"Frontier, Nebraska, US",0,0,0,0
84031065,Nebraska,"Furnas, Nebraska, US",1,1,1,1
84031067,Nebraska,"Gage, Nebraska, US",3,3,3,3
84031069,Nebraska,"Garden, Nebraska, US",0,0,0,0
84031071,Nebraska,"Garfield, Nebraska, US",0,0,0,0
84031073,Nebraska,"Gosper, Nebraska, US",0,0,0,0
84031075,Nebraska,"Grant, Nebraska, US",0,0,0,0
84031077,Nebraska,"Greeley, Nebraska, US",0,0,0,0
84031079,Nebraska,"Hall, Nebraska, US",47,47,47,47
84031081,Nebraska,"Hamilton, Nebraska, US",12,12,12,12
84031083,Nebraska,"Harlan, Nebraska, US",0,0,0,0
84031085,Nebraska,"Hayes, Nebraska, US",0,0,0,0
84031087,Nebraska,"Hitchcock, Nebraska, US",0,0,0,0
84031089,Nebraska,"Holt, Nebraska, US",0,0,0,0
84031091,Nebraska,"Hooker, Nebraska, US",0,0,0,0
84031093,Nebraska,"Howard, Nebraska, US",4,4,4,4
84031095,Nebraska,"Jefferson, Nebraska, US",0,0,0,0
84031097,Nebraska,"Johnson, Nebraska, US",0,0,0,0
84031099,Nebraska,"Kearney, Nebraska, US",0,0,0,0
84031101,Nebraska,"Keith, Nebraska, US",0,0,0,0
84031103,Nebraska,"Keya Paha, Nebraska, US",0,0,0,0
84031105,Nebraska,"Kimball, Nebraska, US",0,0,0,0
84031107,Nebraska,"Knox, Nebraska, US",0,0,0,0
84031109,Nebraska,"Lancaster, Nebraska, US",13,13,13,13
84031111,Nebraska,"Lincoln, Nebraska, US",2,2,2,2
84031113,Nebraska,"Logan, Nebraska, US",0,0,0,0
84031115,Nebraska,"Loup, Nebraska, US",0,0,0,0
84031117,Nebraska,"McPherson, Nebraska, US",0,0,0,0
84031119,Nebraska,"Madison, Nebraska, US",4,4,4,4
84031121,Nebraska,"Merrick, Nebraska, US",0,0,0,0
84031123,Nebraska,"Morrill, Nebraska, US",0,0,0,0
84031125,Nebraska,"Nance, Nebraska, US",0,0,0,0
84031127,Nebraska,"Nemaha, Nebraska, US",0,0,0,0
84031129,Nebraska,"Nuckolls, Nebraska, US",0,0,0,0
84031131,Nebraska,"Otoe, Nebraska, US",0,0,0,0
84031133,Nebraska,"Pawnee, Nebraska, US",0,0,0,0
84031135,Nebraska,"Perkins, Nebraska, US",0,0,0,0
84031137,Nebraska,"Phelps, Nebraska, US",0,0,0,0
84031139,Nebraska,"Pierce, Nebraska, US",0,0,0,0
84031141,Nebraska,"Platte, Nebraska, US",3,3,3,3
84031143,Nebraska,"Polk, Nebraska, US",0,0,0,0
84031145,Nebraska,"Red Willow, Nebraska, US",0,0,0,0
84031147,Nebraska,"Richardson, Nebraska, US",1,1,1,1
84031149,Nebraska,"Rock, Nebraska, US",0,0,0,0
84031151,Nebraska,"Saline, Nebraska, US",2,2,2,2
84031153,Nebraska,"Sarpy, Nebraska, US",8,8,8,8
84031155,Nebraska,"Saunders, Nebraska, US",2,2,2,2
84031157,Nebraska,"Scotts Bluff, Nebraska, US",5,5,5,5
84031159,Nebraska,"Seward, Nebraska, US",1,1,1,1
84031161,Nebraska,"Sheridan, Nebraska, US",0,0,0,0
84031163,Nebraska,"Sherman, Nebraska, US",0,0,0,0
84031165,Nebraska,"Sioux, Nebraska, US",0,0,0,0
84031167,Nebraska,"Stanton, Nebraska, US",0,0,0,0
84031169,Nebraska,"Thayer, Nebraska, US",0,0,0,0
84031171,Nebraska,"Thomas, Nebraska, US",0,0,0,0
84031173,Nebraska,"Thurston, Nebraska, US",1,1,1,1
84031175,Nebraska,"Valley, Nebraska, US",0,0,0,0
84031177,Nebraska,"Washington, Nebraska, US",1,1,1,1
84031179,Nebraska,"Wayne, Nebraska, US",0,0,0,0
84031181,Nebraska,"Webster, Nebraska, US",0,0,0,0
84031183,Nebraska,"Wheeler, Nebraska, US",0,0,0,0
84031185,Nebraska,"York, Nebraska, US",0,0,0,0
84032001,Nevada,"Churchill, Nevada, US",1,1,1,1
84032003,Nevada,"Clark, Nevada, US",483,483,483,498
84032005,Nevada,"Douglas, Nevada, US",0,0,0,0
84032007,Nevada,"Elko, Nevada, US",1,1,1,1
84032009,Nevada,"Esmeralda, Nevada, US",0,0,0,0
84032011,Nevada,"Eureka, Nevada, US",0,0,0,0
84032013,Nevada,"Humboldt, Nevada, US",4,4,4,4
84032015,Nevada,"Lander, Nevada, US",0,0,0,0
84032017,Nevada,"Lincoln, Nevada, US",0,0,0,0
84032019,Nevada,"Lyon, Nevada, US",2,2,2,2
84032021,Nevada,"Mineral, Nevada, US",0,0,0,0
84032023,Nevada,"Nye, Nevada, US",3,3,3,3
84032027,Nevada,"Pershing, Nevada, US",0,0,0,0
84032029,Nevada,"Storey, Nevada, US",0,0,0,0
84032031,Nevada,"Washoe, Nevada, US",92,93,93,97
84032033,Nevada,"White Pine, Nevada, US",0,0,0,0
84032510,Nevada,"Carson City, Nevada, US",6,6,6,6
84033001,New Hampshire,"Belknap, New Hampshire, US",3,3,3,3
84033003,New Hampshire,"Carroll, New Hampshire, US",0,0,0,0
84033005,New Hampshire,"Cheshire, New Hampshire, US",2,2,2,2
84033007,New Hampshire,"Coos, New Hampshire, US",0,0,0,0
84033009,New Hampshire,"Grafton, New Hampshire, US",1,1,1,1
84033011,New Hampshire,"Hillsborough, New Hampshire, US",260,260,260,261
84033013,New Hampshire,"Merrimack, New Hampshire, US",19,19,19,19
84033015,New Hampshire,"Rockingham, New Hampshire, US",92,92,92,92
84033017,New Hampshire,"Strafford, New Hampshire, US",13,13,13,13
84033019,New Hampshire,"Sullivan, New Hampshire, US",1,1,1,1
84034001,New Jersey,"Atlantic, New Jersey, US",232,232,232,233
84034003,New Jersey,"Bergen, New Jersey, US",2028,2028,2030,2032
84034005,New Jersey,"Burlington, New Jersey, US",447,447,449,451
84034007,New Jersey,"Camden, New Jersey, US",546,546,551,551
84034009,New Jersey,"Cape May, New Jersey, US",77,77,77,79
84034011,New Jersey,"Cumberland, New Jersey, US",149,149,150,152
84034013,New Jersey,"Essex, New Jersey, US",2070,2070,2077,2078
84034015,New Jersey,"Gloucester, New Jersey, US",193,193,193,193
84034017,New Jersey,"Hudson, New Jersey, US",1482,1482,1484,1487
84034019,New Jersey,"Hunterdon, New Jersey, US",125,125,126,126
84034021,New Jersey,"Mercer, New Jersey, US",600,600,602,603
84034023,New Jersey,"Middlesex, New Jersey, US",1375,1375,1377,1379
84034025,New Jersey,"Monmouth, New Jersey, US",834,834,838,840
84034027,New Jersey,"Morris, New Jersey, US",818,818,819,820
84034029,New Jersey,"Ocean, New Jersey, US",997,997,997,998
84034031,New Jersey,"Passaic, New Jersey, US",1219,1219,1224,1225
