UID,Key,6/1/20,6/2/20,6/3/20,6/4/20
84016015,"Boise, Idaho, US",0,0,0,0
84016017,"Bonner, Idaho, US",0,0,0,0
84016019,"Bonneville, Idaho, US",0,0,0,0
84016021,"Boundary, Idaho, US",0,0,0,0
84016023,"Butte, Idaho, US",0,0,0,0
84016025,"Camas, Idaho, US",0,0,0,0
84016027,"Canyon, Idaho, US",6,6,6,6
84016029,"Caribou, Idaho, US",0,0,0,0
84016031,"Cassia, Idaho, US",1,1,1,1
84016033,"Clark, Idaho, US",0,0,0,0
84016035,"Clearwater, Idaho, US",0,0,0,0
84016037,"Custer, Idaho, US",0,0,0,0
84016039,"Elmore, Idaho, US",2,2,2,2
84016041,"Franklin, Idaho, US",0,0,0,0
84016043,"Fremont, Idaho, US",0,0,0,0
84016045,"Gem, Idaho, US",0,0,0,0
84016047,"Gooding, Idaho, US",0,0,0,0
84016049,"Idaho, Idaho, US",0,0,0,0
84016051,"Jefferson, Idaho, US",0,0,0,0
84016053,"Jerome, Idaho, US",2,2,2,2
84016055,"Kootenai, Idaho, US",0,0,0,0
84016057,"Latah, Idaho, US",0,0,0,0
84016059,"Lemhi, Idaho, US",0,0,0,0
84016061,"Lewis, Idaho, US",0,0,0,0
84016063,"Lincoln, Idaho, US",0,0,0,0
84016065,"Madison, Idaho, US",0,0,0,0
84016067,"Minidoka, Idaho, US",0,0,0,0
84016069,"Nez Perce, Idaho, US",19,19,19,19
84016071,"Oneida, Idaho, US",0,0,0,0
84016073,"Owyhee, Idaho, US",0,0,0,0
84016075,"Payette, Idaho, US",2,2,2,2
84016077,"Power, Idaho, US",0,0,0,0
84016079,"Shoshone, Idaho, US",0,0,0,0
84016081,"Teton, Idaho, US",0,0,0,0
84016083,"Twin Falls, Idaho, US",23,23,23,23
84016085,"Valley, Idaho, US",0,0,0,0
84016087,"Washington, Idaho, US",0,0,0,0
84017001,"Adams, Illinois, US",1,1,1,1
84017003,"Alexander, Illinois, US",0,0,0,0
84017005,"Bond, Illinois, US",1,1,1,1
84017007,"Boone, Illinois, US",17,17,17,17
84017009,"Brown, Illinois, US",0,0,0,0
84017011,"Bureau, Illinois, US",1,1,1,1
84017013,"Calhoun, Illinois, US",0,0,0,0
84017015,"Carroll, Illinois, US",2,2,2,2
84017017,"Cass, Illinois, US",0,0,0,0
84017019,"Champaign, Illinois, US",7,7,7,7
84017021,"Christian, Illinois, US",4,4,4,4
84017023,"Clark, Illinois, US",0,0,0,0
84017025,"Clay, Illinois, US",0,0,0,0
84017027,"Clinton, Illinois, US",17,17,17,17
84017029,"Coles, Illinois, US",15,15,16,17
84017031,"Cook, Illinois, US",3658,3726,3780,3846
84017033,"Crawford, Illinois, US",0,0,0,0
84017035,"Cumberland, Illinois, US",0,0,0,0
84017037,"DeKalb, Illinois, US",4,5,6,8
84017039,"De Witt, Illinois, US",0,0,0,0
84017041,"Douglas, Illinois, US",0,0,0,0
84017043,"DuPage, Illinois, US",374,380,383,392
84017045,"Edgar, Illinois, US",0,0,0,0
84017047,"Edwards, Illinois, US",0,0,0,0
84017049,"Effingham, Illinois, US",1,1,1,1
84017051,"Fayette, Illinois, US",3,3,3,3
84017053,"Ford, Illinois, US",1,1,1,1
84017055,"Franklin, Illinois, US",0,0,0,0
84017057,"Fulton, Illinois, US",0,0,0,0
84017059,"Gallatin, Illinois, US",0,0,0,0
84017061,"Greene, Illinois, US",0,0,0,0
84017063,"Grundy, Illinois, US",2,2,2,2
84017065,"Hamilton, Illinois, US",0,0,0,0
84017067,"Hancock, Illinois, US",0,1,1,1
84017069,"Hardin, Illinois, US",0,0,0,0
84017071,"Henderson, Illinois, US",0,0,0,0
84017073,"Henry, Illinois, US",0,0,0,0
84017075,"Iroquois, Illinois, US",4,4,4,4
84017077,"Jackson, Illinois, US",10,10,10,10
84017079,"Jasper, Illinois, US",7,7,7,7
84017081,"Jefferson, Illinois, US",16,16,16,16
84017083,"Jersey, Illinois, US",1,1,1,1
84017085,"Jo Daviess, Illinois, US",0,0,0,1
84017087,"Johnson, Illinois, US",0,0,0,0
84017089,"Kane, Illinois, US",178,186,192,197
84017091,"Kankakee, Illinois, US",48,50,51,53
84017093,"Kendall, Illinois, US",19,19,19,19
84017095,"Knox, Illinois, US",0,0,0,0
84017097,"Lake, Illinois, US",292,307,315,330
84017099,"LaSalle,Illinois,US",13,14,14,16
84017101,"Lawrence, Illinois, US",0,0,0,0
84017103,"Lee, Illinois, US",1,1,1,1
84017105,"Livingston, Illinois, US",2,2,2,2
84017107,"Logan, Illinois, US",0,0,0,0
84017109,"McDonough, Illinois, US",11,13,13,13
84017111,"McHenry, Illinois, US",72,73,78,78
84017113,"McLean, Illinois, US",13,13,13,13
84017115,"Macon, Illinois, US",19,19,19,20
84017117,"Macoupin, Illinois, US",2,2,2,2
84017119,"Madison, Illinois, US",60,60,64,65
84017121,"Marion, Illinois, US",0,0,0,0
84017123,"Marshall, Illinois, US",0,0,0,0
84017125,"Mason, Illinois, US",0,0,0,0
84017127,"Massac, Illinois, US",0,0,0,0
84017129,"Menard, Illinois, US",0,0,0,0
84017131,"Mercer, Illinois, US",0,0,0,0
84017133,"Monroe, Illinois, US",12,12,12,12
84017135,"Montgomery, Illinois, US",1,1,1,1
84017137,"Morgan, Illinois, US",1,1,1,1
84017139,"Moultrie, Illinois, US",0,0,0,0
84017141,"Ogle, Illinois, US",3,3,3,3
84017143,"Peoria, Illinois, US",9,9,11,11
84017145,"Perry, Illinois, US",0,0,0,0
84017147,"Piatt, Illinois, US",0,0,0,0
84017149,"Pike, Illinois, US",0,0,0,0
84017151,"Pope, Illinois, US",0,0,0,0
84017153,"Pulaski, Illinois, US",0,0,0,0
84017155,"Putnam, Illinois, US",0,0,0,0
84017157,"Randolph, Illinois, US",4,4,4,4
84017159,"Richland, Illinois, US",0,0,0,0
84017161,"Rock Island, Illinois, US",24,24,24,24
84017163,"St. Clair, Illinois, US",82,86,89,91
84017165,"Saline, Illinois, US",0,0,0,0
84017167,"Sangamon, Illinois, US",29,29,29,29
84017169,"Schuyler, Illinois, US",0,0,0,0
84017171,"Scott, Illinois, US",0,0,0,0
84017173,"Shelby, Illinois, US",1,1,1,1
84017175,"Stark, Illinois, US",0,0,0,0
84017177,"Stephenson, Illinois, US",2,2,5,5
84017179,"Tazewell, Illinois, US",5,5,5,5
84017181,"Union, Illinois, US",11,11,13,14
84017183,"Vermilion, Illinois, US",1,1,1,1
84017185,"Wabash, Illinois, US",0,0,0,0
84017187,"Warren, Illinois, US",0,0,0,0
84017189,"Washington, Illinois, US",0,0,0,0
84017191,"Wayne, Illinois, US",1,1,1,1
84017193,"White, Illinois, US",0,0,0,0
84017195,"Whiteside, Illinois, US",13,13,13,13
84017197,"Will, Illinois, US",277,280,282,284
84017199,"Williamson, Illinois, US",2,2,2,3
84017201,"Winnebago, Illinois, US",55,56,57,61
84017203,"Woodford, Illinois, US",2,2,2,2
84018001,"Adams, Indiana, US",1,1,1,1
84018003,"Allen, Indiana, US",69,70,71,71
84018005,"Bartholomew, Indiana, US",35,38,38,39
84018007,"Benton, Indiana, US",0,0,0,0
84018009,"Blackford, Indiana, US",2,2,2,2
84018011,"Boone, Indiana, US",35,35,35,35
84018013,"Brown, Indiana, US",1,1,1,1
84018015,"Carroll,Indiana,US",2,3,3,3
84018017,"Cass, Indiana, US",7,7,7,7
84018019,"Clark, Indiana, US",41,41,41,41
84018021,"Clay, Indiana, US",1,2,2,3
84018023,"Clinton, Indiana, US",1,1,1,1
84018025,"Crawford, Indiana, US",0,0,0,0
84018027,"Daviess, Indiana, US",16,16,16,16
84018029,"Dearborn, Indiana, US",21,21,21,22
84018031,"Decatur, Indiana, US",31,31,31,31
84018033,"DeKalb, Indiana, US",1,1,1,1
84018035,"Delaware, Indiana, US",39,40,40,40
84018037,"Dubois, Indiana, US",3,3,3,3
84018039,"Elkhart, Indiana, US",28,28,29,28
84018041,"Fayette, Indiana, US",7,7,7,7
84018043,"Floyd, Indiana, US",39,40,40,40
84018045,"Fountain, Indiana, US",2,2,2,2
84018047,"Franklin, Indiana, US",8,8,8,8
84018049,"Fulton, Indiana, US",1,1,1,1
84018051,"Gibson, Indiana, US",2,2,2,2
84018053,"Grant, Indiana, US",23,23,23,23
84018055,"Greene, Indiana, US",25,25,25,25
84018057,"Hamilton, Indiana, US",93,93,94,94
84018059,"Hancock, Indiana, US",27,28,28,27
84018061,"Harrison, Indiana, US",22,22,22,22
84018063,"Hendricks, Indiana, US",71,73,74,76
84018065,"Henry, Indiana, US",11,12,12,12
84018067,"Howard, Indiana, US",28,34,34,36
84018069,"Huntington, Indiana, US",2,2,2,2
84018071,"Jackson, Indiana, US",1,2,2,2
84018073,"Jasper, Indiana, US",1,1,1,1
84018075,"Jay, Indiana, US",0,0,0,0
84018077,"Jefferson, Indiana, US",1,1,1,1
84018079,"Jennings, Indiana, US",4,4,4,4
84018081,"Johnson, Indiana, US",109,110,110,112
84018083,"Knox, Indiana, US",0,0,0,0
84018085,"Kosciusko, Indiana, US",1,1,1,2
84018087,"LaGrange, Indiana, US",2,2,2,2
84018089,"Lake, Indiana, US",190,200,202,203
84018091,"LaPorte, Indiana, US",24,24,24,24
84018093,"Lawrence, Indiana, US",24,24,24,24
84018095,"Madison, Indiana, US",59,61,61,61
84018097,"Marion, Indiana, US",581,592,594,598
84018099,"Marshall, Indiana, US",2,2,2,2
84018101,"Martin, Indiana, US",0,0,0,0
84018103,"Miami, Indiana, US",1,1,1,1
84018105,"Monroe, Indiana, US",12,12,12,12
84018107,"Montgomery, Indiana, US",17,16,17,18
84018109,"Morgan, Indiana, US",24,24,24,26
84018111,"Newton, Indiana, US",10,10,10,10
84018113,"Noble, Indiana, US",21,21,21,21
84018115,"Ohio, Indiana, US",0,0,0,0
84018117,"Orange, Indiana, US",22,22,22,22
84018119,"Owen, Indiana, US",1,1,1,1
84018121,"Parke, Indiana, US",0,0,0,0
84018123,"Perry, Indiana, US",0,0,0,0
84018125,"Pike, Indiana, US",0,0,0,0
84018127,"Porter, Indiana, US",28,29,29,30
84018129,"Posey, Indiana, US",0,0,0,0
84018131,"Pulaski, Indiana, US",0,0,0,0
84018133,"Putnam, Indiana, US",7,7,7,7
84018135,"Randolph, Indiana, US",3,3,3,3
84018137,"Ripley, Indiana, US",6,6,6,6
84018139,"Rush, Indiana, US",2,3,3,3
84018141,"St. Joseph, Indiana, US",34,34,35,36
84018143,"Scott, Indiana, US",3,3,3,3
84018145,"Shelby, Indiana, US",22,22,22,22
84018147,"Spencer, Indiana, US",1,1,1,1
84018149,"Starke, Indiana, US",3,3,3,3
84018151,"Steuben, Indiana, US",2,2,2,2
84018153,"Sullivan, Indiana, US",1,1,1,1
84018155,"Switzerland, Indiana, US",0,0,0,0
84018157,"Tippecanoe, Indiana, US",3,4,4,4
84018159,"Tipton, Indiana, US",1,1,1,1
84018161,"Union, Indiana, US",0,0,0,0
84018163,"Vanderburgh, Indiana, US",2,2,2,2
84018165,"Vermillion, Indiana, US",0,0,0,0
84018167,"Vigo, Indiana, US",8,8,8,8
84018169,"Wabash, Indiana, US",2,2,2,2
84018171,"Warren, Indiana, US",1,1,1,1
84018173,"Warrick, Indiana, US",28,28,28,29
84018175,"Washington, Indiana, US",1,1,1,1
84018177,"Wayne, Indiana, US",5,5,5,6
84018179,"Wells, Indiana, US",0,0,0,0
84018181,"White, Indiana, US",8,9,9,9
84018183,"Whitley, Indiana, US",3,3,3,3
84019001,"Adair, Iowa, US",0,0,0,0
84019003,"Adams, Iowa, US",0,0,0,0
84019005,"Allamakee, Iowa, US",4,4,4,4
84019007,"Appanoose, Iowa, US",3,3,3,3
84019009,"Audubon, Iowa, US",1,1,1,1
84019011,"Benton, Iowa, US",1,1,1,1
84019013,"Black Hawk, Iowa, US",45,45,46,48
84019015,"Boone, Iowa, US",0,0,0,0
84019017,"Bremer, Iowa, US",6,6,6,6
84019019,"Buchanan, Iowa, US",0,0,0,0
84019021,"Buena Vista, Iowa, US",0,1,1,1
84019023,"Butler, Iowa, US",1,1,1,1
84019025,"Calhoun, Iowa, US",0,0,0,0
84019027,"Carroll, Iowa, US",0,0,0,0
84019029,"Cass, Iowa, US",0,0,0,0
84019031,"Cedar, Iowa, US",1,1,1,1
84019033,"Cerro Gordo, Iowa, US",1,1,1,1
84019035,"Cherokee, Iowa, US",0,0,0,0
84019037,"Chickasaw, Iowa, US",0,0,0,0
84019039,"Clarke, Iowa, US",0,0,0,0
84019041,"Clay, Iowa, US",0,0,0,0
84019043,"Clayton, Iowa, US",3,3,3,3
84019045,"Clinton, Iowa, US",1,1,1,1
84019047,"Crawford, Iowa, US",2,2,2,2
84019049,"Dallas, Iowa, US",23,24,24,25
84019051,"Davis, Iowa, US",0,0,0,0
84019053,"Decatur, Iowa, US",0,0,0,0
84019055,"Delaware, Iowa, US",1,1,1,1
84019057,"Des Moines, Iowa, US",1,1,1,1
84019059,"Dickinson, Iowa, US",0,0,0,0
84019061,"Dubuque, Iowa, US",19,20,21,21
84019063,"Emmet, Iowa, US",0,0,0,0
84019065,"Fayette, Iowa, US",0,0,0,0
84019067,"Floyd, Iowa, US",1,1,1,1
84019069,"Franklin, Iowa, US",0,0,0,0
84019071,"Fremont, Iowa, US",0,0,0,0
84019073,"Greene, Iowa, US",0,0,0,0
84019075,"Grundy, Iowa, US",0,0,0,0
84019077,"Guthrie, Iowa, US",3,3,3,3
84019079,"Hamilton, Iowa, US",0,0,0,0
84019081,"Hancock, Iowa, US",0,0,0,0
84019083,"Hardin, Iowa, US",0,0,0,0
84019085,"Harrison, Iowa, US",0,0,0,0
84019087,"Henry, Iowa, US",1,2,2,2
84019089,"Howard, Iowa, US",0,0,0,0
84019091,"Humboldt, Iowa, US",1,1,1,1
84019093,"Ida, Iowa, US",0,0,0,0
84019095,"Iowa, Iowa, US",0,0,0,0
84019097,"Jackson, Iowa, US",0,0,0,0
84019099,"Jasper, Iowa, US",17,17,17,17
84019101,"Jefferson, Iowa, US",0,0,0,0
84019103,"Johnson, Iowa, US",9,9,9,9
84019105,"Jones, Iowa, US",0,0,0,0
84019107,"Keokuk, Iowa, US",0,0,0,0
84019109,"Kossuth, Iowa, US",0,0,0,0
84019111,"Lee, Iowa, US",0,0,0,0
84019113,"Linn, Iowa, US",79,79,79,79
84019115,"Louisa, Iowa, US",11,11,11,11
84019117,"Lucas, Iowa, US",0,1,1,2
84019119,"Lyon, Iowa, US",0,0,0,0
84019121,"Madison, Iowa, US",2,2,2,2
84019123,"Mahaska, Iowa, US",10,10,12,12
84019125,"Marion, Iowa, US",0,0,0,0
84019127,"Marshall, Iowa, US",16,16,18,18
84019129,"Mills, Iowa, US",0,0,0,0
84019131,"Mitchell, Iowa, US",0,0,0,0
84019133,"Monona, Iowa, US",0,0,0,0
84019135,"Monroe, Iowa, US",5,5,5,5
84019137,"Montgomery, Iowa, US",0,0,1,1
84019139,"Muscatine, Iowa, US",41,41,41,41
84019141,"O'Brien, Iowa, US",0,0,0,0
84019143,"Osceola, Iowa, US",0,0,0,0
84019145,"Page, Iowa, US",0,0,0,0
84019147,"Palo Alto, Iowa, US",0,0,0,0
84019149,"Plymouth, Iowa, US",2,2,2,2
84019151,"Pocahontas, Iowa, US",0,0,0,0
84019153,"Polk, Iowa, US",133,133,134,137
84019155,"Pottawattamie, Iowa, US",8,8,10,10
84019157,"Poweshiek, Iowa, US",8,8,8,8
84019159,"Ringgold, Iowa, US",0,0,0,0
84019161,"Sac, Iowa, US",0,0,0,0
84019163,"Scott, Iowa, US",10,10,10,10
84019165,"Shelby, Iowa, US",0,0,0,0
84019167,"Sioux, Iowa, US",0,0,0,0
84019169,"Story, Iowa, US",1,1,1,1
84019171,"Tama, Iowa, US",27,27,28,29
84019173,"Taylor, Iowa, US",0,0,0,0
84019175,"Union, Iowa, US",0,0,0,0
84019177,"Van Buren, Iowa, US",0,0,0,0
84019179,"Wapello, Iowa, US",12,13,14,14
84019181,"Warren, Iowa, US",0,0,0,1
84019183,"Washington, Iowa, US",8,8,8,8
84019185,"Wayne, Iowa, US",0,0,0,0
84019187,"Webster, Iowa, US",1,1,1,1
84019189,"Winnebago, Iowa, US",0,0,0,0
84019191,"Winneshiek, Iowa, US",0,0,0,0
84019193,"Woodbury, Iowa, US",36,36,37,37
84019195,"Worth, Iowa, US",0,0,0,0
84019197,"Wright, Iowa, US",0,0,0,0
84020001,"Allen, Kansas, US",0,0,0,0
84020003,"Anderson, Kansas, US",0,0,0,0
84020005,"Atchison, Kansas, US",0,0,0,0
84020007,"Barber, Kansas, US",0,0,0,0
84020009,"Barton, Kansas, US",1,1,1,1
84020011,"Bourbon, Kansas, US",1,1,1,1
84020013,"Brown, Kansas, US",0,0,0,0
84020015,"Butler, Kansas, US",0,0,0,0
84020017,"Chase, Kansas, US",0,0,0,0
84020019,"Chautauqua, Kansas, US",0,0,0,0
84020021,"Cherokee, Kansas, US",0,0,0,0
84020023,"Cheyenne, Kansas, US",0,0,0,0
84020025,"Clark, Kansas, US",1,1,1,1
84020027,"Clay, Kansas, US",2,2,2,2
84020029,"Cloud, Kansas, US",0,0,0,0
84020031,"Coffey, Kansas, US",8,8,8,8
84020033,"Comanche, Kansas, US",0,0,0,0
84020035,"Cowley, Kansas, US",1,1,1,1
84020037,"Crawford, Kansas, US",1,1,1,1
84020039,"Decatur, Kansas, US",0,0,0,0
84020041,"Dickinson, Kansas, US",0,0,0,0
84020043,"Doniphan, Kansas, US",0,0,0,0
84020045,"Douglas, Kansas, US",0,0,0,0
84020047,"Edwards, Kansas, US",0,0,0,0
84020049,"Elk, Kansas, US",0,0,0,0
84020051,"Ellis, Kansas, US",0,0,0,0
84020053,"Ellsworth, Kansas, US",0,0,0,0
84020055,"Finney, Kansas, US",8,10,10,10
84020057,"Ford, Kansas, US",8,8,8,8
84020059,"Franklin, Kansas, US",0,0,0,0
84020061,"Geary, Kansas, US",0,0,1,1
84020063,"Gove, Kansas, US",0,0,0,0
84020065,"Graham, Kansas, US",0,0,0,0
84020067,"Grant, Kansas, US",0,0,1,1
84020069,"Gray, Kansas, US",0,0,0,0
84020071,"Greeley, Kansas, US",0,0,0,0
84020073,"Greenwood, Kansas, US",0,0,0,0
84020075,"Hamilton, Kansas, US",0,0,0,0
84020077,"Harper, Kansas, US",0,0,0,0
84020079,"Harvey, Kansas, US",0,0,0,0
84020081,"Haskell, Kansas, US",0,0,0,0
84020083,"Hodgeman, Kansas, US",0,0,0,0
84020085,"Jackson, Kansas, US",1,1,1,1
84020087,"Jefferson, Kansas, US",0,0,0,0
84020089,"Jewell, Kansas, US",0,0,0,0
84020091,"Johnson, Kansas, US",63,66,66,67
84020093,"Kearny, Kansas, US",1,1,1,1
84020095,"Kingman, Kansas, US",0,0,0,0
84020097,"Kiowa, Kansas, US",0,0,0,0
84020099,"Labette, Kansas, US",0,0,0,0
84020101,"Lane, Kansas, US",0,0,0,0
84020103,"Leavenworth, Kansas, US",7,7,7,7
84020105,"Lincoln, Kansas, US",0,0,0,0
84020107,"Linn, Kansas, US",0,0,0,0
84020109,"Logan, Kansas, US",0,0,0,0
84020111,"Lyon, Kansas, US",3,3,5,5
84020113,"McPherson, Kansas, US",0,0,0,0
84020115,"Marion, Kansas, US",1,1,1,1
84020117,"Marshall, Kansas, US",0,0,0,0
84020119,"Meade, Kansas, US",0,0,0,0
84020121,"Miami, Kansas, US",0,0,0,0
84020123,"Mitchell, Kansas, US",0,0,0,0
84020125,"Montgomery, Kansas, US",2,2,2,2
84020127,"Morris, Kansas, US",0,0,0,0
84020129,"Morton, Kansas, US",0,0,0,0
84020131,"Nemaha, Kansas, US",0,0,0,0
84020133,"Neosho, Kansas, US",0,0,0,0
84020135,"Ness, Kansas, US",0,0,0,0
84020137,"Norton, Kansas, US",0,0,0,0
84020139,"Osage, Kansas, US",0,0,0,0
84020141,"Osborne, Kansas, US",0,0,0,0
84020143,"Ottawa, Kansas, US",0,0,0,0
84020145,"Pawnee, Kansas, US",0,0,0,0
84020147,"Phillips, Kansas, US",0,0,0,0
84020149,"Pottawatomie, Kansas, US",0,0,0,0
84020151,"Pratt, Kansas, US",0,0,0,0
84020153,"Rawlins, Kansas, US",0,0,0,0
84020155,"Reno, Kansas, US",0,0,0,0
84020157,"Republic, Kansas, US",0,0,0,0
84020159,"Rice, Kansas, US",0,0,0,0
84020161,"Riley, Kansas, US",1,1,1,1
84020163,"Rooks, Kansas, US",0,0,0,0
84020165,"Rush, Kansas, US",0,0,0,0
84020167,"Russell, Kansas, US",0,0,0,0
84020169,"Saline, Kansas, US",2,2,2,2
84020171,"Scott, Kansas, US",0,0,0,0
84020173,"Sedgwick, Kansas, US",21,21,21,21
84020175,"Seward, Kansas, US",2,2,2,2
84020177,"Shawnee, Kansas, US",7,7,7,7
84020179,"Sheridan, Kansas, US",0,0,0,0
84020181,"Sherman, Kansas, US",0,0,0,0
84020183,"Smith, Kansas, US",0,0,0,0
84020185,"Stafford, Kansas, US",0,0,0,0
84020187,"Stanton, Kansas, US",0,0,0,0
84020189,"Stevens, Kansas, US",0,0,0,0
84020191,"Sumner, Kansas, US",1,1,1,1
84020193,"Thomas, Kansas, US",0,0,0,0
84020195,"Trego, Kansas, US",0,0,0,0
84020197,"Wabaunsee, Kansas, US",0,0,0,0
84020199,"Wallace, Kansas, US",0,0,0,0
84020201,"Washington, Kansas, US",0,0,0,0
84020203,"Wichita, Kansas, US",0,0,0,0
84020205,"Wilson, Kansas, US",0,0,0,0
84020207,"Woodson, Kansas, US",0,0,0,0
84020209,"Wyandotte, Kansas, US",74,74,74,74
84021001,"Adair, Kentucky, US",19,19,19,19
84021003,"Allen, Kentucky, US",3,3,3,3
84021005,"Anderson, Kentucky, US",1,1,1,1
84021007,"Ballard, Kentucky, US",0,0,0,0
84021009,"Barren, Kentucky, US",1,1,1,1
84021011,"Bath, Kentucky, US",1,1,1,1
84021013,"Bell, Kentucky, US",0,0,0,0
84021015,"Boone, Kentucky, US",17,17,17,18
84021017,"Bourbon, Kentucky, US",1,1,1,1
84021019,"Boyd, Kentucky, US",3,3,3,3
84021021,"Boyle, Kentucky, US",0,0,0,0
84021023,"Bracken, Kentucky, US",0,0,0,0
84021025,"Breathitt, Kentucky, US",0,0,0,0
84021027,"Breckinridge, Kentucky, US",2,2,2,2
84021029,"Bullitt, Kentucky, US",4,4,4,4
84021031,"Butler, Kentucky, US",13,13,13,13
84021033,"Caldwell, Kentucky, US",0,0,0,0
84021035,"Calloway, Kentucky, US",1,1,1,1
84021037,"Campbell, Kentucky, US",12,12,12,12
84021039,"Carlisle, Kentucky, US",1,1,1,1
84021041,"Carroll, Kentucky, US",0,0,0,0
84021043,"Carter, Kentucky, US",0,0,0,0
84021045,"Casey, Kentucky, US",0,0,0,0
84021047,"Christian, Kentucky, US",3,3,3,3
84021049,"Clark, Kentucky, US",0,0,0,0
84021051,"Clay, Kentucky, US",0,1,1,1
84021053,"Clinton, Kentucky, US",0,0,0,0
84021055,"Crittenden, Kentucky, US",1,1,1,1
84021057,"Cumberland, Kentucky, US",0,0,0,0
84021059,"Daviess, Kentucky, US",6,6,6,6
84021061,"Edmonson, Kentucky, US",9,9,11,11
84021063,"Elliott, Kentucky, US",0,0,0,0
84021065,"Estill, Kentucky, US",0,0,0,0
84021067,"Fayette, Kentucky, US",13,13,13,13
84021069,"Fleming, Kentucky, US",0,0,0,0
84021071,"Floyd, Kentucky, US",0,0,0,0
84021073,"Franklin, Kentucky, US",0,0,0,1
84021075,"Fulton, Kentucky, US",0,0,0,0
84021077,"Gallatin, Kentucky, US",4,4,5,5
84021079,"Garrard, Kentucky, US",0,0,0,0
84021081,"Grant, Kentucky, US",4,4,4,4
84021083,"Graves, Kentucky, US",19,19,19,19
84021085,"Grayson, Kentucky, US",9,9,9,10
84021087,"Green, Kentucky, US",0,0,0,0
84021089,"Greenup, Kentucky, US",0,0,0,0
84021091,"Hancock, Kentucky, US",0,0,0,0
84021093,"Hardin, Kentucky, US",2,2,2,2
84021095,"Harlan, Kentucky, US",0,0,0,0
84021097,"Harrison, Kentucky, US",0,0,0,0
84021099,"Hart, Kentucky, US",0,0,0,0
84021101,"Henderson, Kentucky, US",3,3,3,3
84021103,"Henry, Kentucky, US",0,0,0,0
84021105,"Hickman, Kentucky, US",0,0,0,0
84021107,"Hopkins, Kentucky, US",30,30,31,31
84021109,"Jackson, Kentucky, US",13,13,13,13
84021111,"Jefferson, Kentucky, US",156,157,160,163
84021113,"Jessamine, Kentucky, US",0,0,0,0
84021115,"Johnson, Kentucky, US",0,0,0,0
84021117,"Kenton, Kentucky, US",34,34,34,35
84021119,"Knott, Kentucky, US",0,0,0,0
84021121,"Knox, Kentucky, US",0,0,0,0
84021123,"Larue, Kentucky, US",0,0,0,0
84021125,"Laurel, Kentucky, US",2,2,2,2
84021127,"Lawrence, Kentucky, US",0,0,0,0
84021129,"Lee, Kentucky, US",0,0,0,0
84021131,"Leslie, Kentucky, US",0,0,0,0
84021133,"Letcher, Kentucky, US",0,0,0,0
84021135,"Lewis, Kentucky, US",0,0,0,0
84021137,"Lincoln, Kentucky, US",1,1,1,1
84021139,"Livingston, Kentucky, US",0,0,0,0
84021141,"Logan, Kentucky, US",4,4,4,4
84021143,"Lyon, Kentucky, US",3,3,3,3
84021145,"McCracken, Kentucky, US",2,2,2,2
84021147,"McCreary, Kentucky, US",0,0,0,0
84021149,"McLean, Kentucky, US",1,1,1,1
84021151,"Madison, Kentucky, US",1,1,1,1
84021153,"Magoffin, Kentucky, US",0,0,0,0
84021155,"Marion, Kentucky, US",0,0,0,0
84021157,"Marshall, Kentucky, US",2,2,2,2
84021159,"Martin, Kentucky, US",0,0,0,0
84021161,"Mason, Kentucky, US",0,0,0,0
84021163,"Meade, Kentucky, US",2,2,2,2
84021165,"Menifee, Kentucky, US",0,0,0,0
84021167,"Mercer, Kentucky, US",0,0,0,0
84021169,"Metcalfe, Kentucky, US",1,1,1,2
84021171,"Monroe, Kentucky, US",0,0,0,0
84021173,"Montgomery, Kentucky, US",0,0,0,0
84021175,"Morgan, Kentucky, US",0,0,0,0
84021177,"Muhlenberg, Kentucky, US",7,8,8,8
84021179,"Nelson, Kentucky, US",1,1,1,1
84021181,"Nicholas, Kentucky, US",0,0,0,0
84021183,"Ohio, Kentucky, US",0,0,0,0
84021185,"Oldham, Kentucky, US",5,5,5,5
84021187,"Owen, Kentucky, US",0,0,0,0
84021189,"Owsley, Kentucky, US",0,0,0,0
84021191,"Pendleton, Kentucky, US",0,0,0,0
84021193,"Perry, Kentucky, US",0,0,0,0
84021195,"Pike, Kentucky, US",2,2,2,2
84021197,"Powell, Kentucky, US",0,0,0,0
84021199,"Pulaski, Kentucky, US",2,2,2,2
84021201,"Robertson, Kentucky, US",0,0,0,0
84021203,"Rockcastle, Kentucky, US",0,0,0,0
84021205,"Rowan, Kentucky, US",0,0,0,0
84021207,"Russell, Kentucky, US",4,4,4,4
84021209,"Scott, Kentucky, US",0,0,0,0
84021211,"Shelby, Kentucky, US",4,4,5,5
84021213,"Simpson, Kentucky, US",3,3,3,3
84021215,"Spencer, Kentucky, US",0,0,0,0
84021217,"Taylor, Kentucky, US",1,1,1,1
84021219,"Todd, Kentucky, US",0,0,0,0
84021221,"Trigg, Kentucky, US",0,0,0,0
84021223,"Trimble, Kentucky, US",0,0,0,0
84021225,"Union, Kentucky, US",0,0,0,0
84021227,"Warren, Kentucky, US",6,6,6,6
84021229,"Washington, Kentucky, US",0,0,0,0
84021231,"Wayne, Kentucky, US",0,0,0,0
84021233,"Webster, Kentucky, US",0,0,0,0
84021235,"Whitley, Kentucky, US",0,0,0,0
84021237,"Wolfe, Kentucky, US",0,0,0,0
84021239,"Woodford, Kentucky, US",0,0,0,0
